-BEGIN HEADER-,,,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,,,
Dates (month/day/year): 10/01/2019 through 10/01/2025 in LST,,,,,,,,,
Location: Latitude  41.3981   Longitude 2.1538 ,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,
Parameter(s): ,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) ,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,
-END HEADER-,,,,,,,,,
YEAR,MO,DY,HR,T2M,RH2M,WS10M,ALLSKY_SFC_SW_DWN,PRECTOTCORR,T2MWET
2021,4,8,2,5.27,66.79,1.46,0,0,2.45
2021,4,8,3,5.02,68.31,1.54,0,0,2.36
2021,4,8,4,4.74,70.94,1.72,0,0,2.33
2021,4,8,5,4.58,73.42,1.91,8.45,0,2.43
2021,4,8,6,6.92,70.7,2.13,116.85,0,4.44
2021,4,8,7,9.64,55.73,3.45,304,0,5.44
2021,4,8,8,11.44,50.6,4.22,524.67,0,6.5
2021,4,8,9,12.81,47.93,4.6,693.9,0,7.45
2021,4,8,10,13.89,46.24,4.88,803.08,0,8.22
2021,4,8,11,14.71,44.95,5.05,822.83,0,8.81
2021,4,8,12,15.19,44.38,5.12,856.55,0,9.17
2021,4,8,13,15.31,44.74,5.18,796,0,9.35
2021,4,8,14,15.13,45.96,5.22,665.7,0,9.36
2021,4,8,15,14.57,48.39,5.33,485.58,0,9.2
2021,4,8,16,13.46,53.02,5.48,289.2,0,8.78
2021,4,8,17,11.75,61.49,5.2,108.4,0,8.18
2021,4,8,18,9.36,74.55,4.04,0,0,7.23
2021,4,8,19,8.02,80.81,3.39,0,0,6.49
2021,4,8,20,7.11,84.01,2.8,0,0.01,5.86
2021,4,8,21,6.77,83.45,2.19,0,0.09,5.48
2021,4,8,22,7.15,79.57,1.31,0,0.14,5.51
2021,4,8,23,7.43,77.73,0.84,0,0.09,5.62
2021,4,9,0,7.47,77.97,0.8,0,0.11,5.68
2021,4,9,1,7.53,78.08,0.36,0,0.35,5.75
2021,4,9,2,7.32,79.64,0.24,0,0.74,5.68
2021,4,9,3,6.78,82.95,0.52,0,0.66,5.44
2021,4,9,4,6.57,85.12,0.75,0,0.31,5.39
2021,4,9,5,6.08,88.54,1.23,9.75,0.08,5.18
2021,4,9,6,7.31,85.47,2.09,91.35,0.02,6.17
2021,4,9,7,8.51,81.91,1.73,218.3,0.18,7.05
2021,4,9,8,10.24,76.12,3.13,358.88,2.9,8.23
2021,4,9,9,10.71,75.98,3.34,498.15,6.64,8.69
2021,4,9,10,11.02,75.84,3.37,463.85,4.02,8.98
2021,4,9,11,11.71,72.97,3.78,435.98,1.16,9.38
2021,4,9,12,12.83,67.33,3.91,325.12,0.51,9.89
2021,4,9,13,12.94,65.22,4.12,157.18,0.39,9.77
2021,4,9,14,13.23,63.53,4.17,124.65,0.21,9.85
2021,4,9,15,13.4,62.47,4.43,139.15,0.22,9.88
2021,4,9,16,12.78,65.35,4.4,71.05,1.54,9.6
2021,4,9,17,11.48,74.55,3.55,29.1,2.43,9.29
2021,4,9,18,9.64,89.14,2.46,1.35,0.25,8.79
2021,4,9,19,9.96,90.1,2.61,0,0.75,9.19
2021,4,9,20,9.82,93.28,2.16,0,1.06,9.3
2021,4,9,21,9.59,95.48,1.85,0,0.76,9.25
2021,4,9,22,9.45,96.49,1.88,0,0.47,9.18
2021,4,9,23,9.48,97.2,1.81,0,0.54,9.27
2021,4,10,0,9.72,96.12,1.31,0,0.65,9.43
2021,4,10,1,10.21,93.21,0.42,0,0.3,9.69
2021,4,10,2,9.84,94.24,0.84,0,0.11,9.4
2021,4,10,3,8.88,97.61,1.85,0,0.05,8.7
2021,4,10,4,8.48,98.24,2.39,0,0.02,8.34
2021,4,10,5,8.29,97.2,2.4,8.7,0.02,8.07
2021,4,10,6,9.49,91.65,2.35,64.88,0.02,8.83
2021,4,10,7,10.95,85.99,2.56,103.88,0.02,9.82
2021,4,10,8,12.04,81.32,2.55,62.55,0.06,10.48
2021,4,10,9,12.87,77.22,1.84,114,0.07,10.92
2021,4,10,10,13.54,73.17,1.69,137.93,0.14,11.18
2021,4,10,11,14.13,70.29,1.71,142.18,0.2,11.46
2021,4,10,12,14.53,69.31,2.21,165.07,0.57,11.75
2021,4,10,13,14.89,68.78,2.66,152.62,0.98,12.05
2021,4,10,14,14.46,71.34,2.79,125.85,0.94,11.9
2021,4,10,15,13.97,74.3,2.53,117.97,0.82,11.72
2021,4,10,16,13.68,76.49,2.04,87.78,0.71,11.65
2021,4,10,17,13.01,80.84,1.4,33.7,0.44,11.4
2021,4,10,18,11.62,91.08,1.39,2.17,0.29,10.93
2021,4,10,19,10.52,95.85,1.74,0,0.26,10.21
2021,4,10,20,10,99.93,1.74,0,0.28,9.99
2021,4,10,21,10.12,99.9,1.41,0,0.22,10.12
2021,4,10,22,10.36,98.79,1.09,0,0.17,10.27
2021,4,10,23,10.43,98.54,0.86,0,0.18,10.32
2021,4,11,0,10.57,97.7,0.75,0,0.2,10.39
2021,4,11,1,10.57,97.65,0.78,0,0.25,10.39
2021,4,11,2,10.43,98.18,0.97,0,0.33,10.3
2021,4,11,3,10.2,99.18,1.18,0,0.64,10.14
2021,4,11,4,10.05,99.68,1.4,0,1.05,10.02
2021,4,11,5,10.13,99.04,1.58,6.9,1.19,10.06
2021,4,11,6,11.07,95.4,1.96,48.08,1.09,10.73
2021,4,11,7,11.87,90.51,2.62,159.65,0.8,11.13
2021,4,11,8,12.64,86.6,2.98,269.17,0.8,11.57
2021,4,11,9,13.73,82.34,3.17,352.75,2.35,12.26
2021,4,11,10,15.28,74.83,3.62,385.6,2.82,13.07
2021,4,11,11,15.68,71.87,3.75,482.77,3.1,13.15
2021,4,11,12,15.76,71.39,3.51,477.4,3.79,13.18
2021,4,11,13,15.81,71.14,3.34,461.7,4.42,13.2
2021,4,11,14,15.5,72.72,3.35,380.85,5.4,13.07
2021,4,11,15,14.78,77.47,3.25,266.42,6.63,12.83
2021,4,11,16,13.96,83.97,3.23,147.82,10.64,12.64
2021,4,11,17,13.19,89.8,2.71,57.17,18.09,12.39
2021,4,11,18,12.48,93.07,1.85,2.15,41.47,11.94
2021,4,11,19,12.06,93.02,1.38,0,36.17,11.51
2021,4,11,20,11.56,93.15,1.28,0,29.99,11.04
2021,4,11,21,11.16,93.27,1.75,0,17.23,10.65
2021,4,11,22,10.79,92.29,3.3,0,7.26,10.2
2021,4,11,23,10.3,90.17,3.47,0,2.96,9.51
2021,4,12,0,9.85,88.71,2.64,0,1.75,8.96
2021,4,12,1,9.66,84.12,1.54,0,1.09,8.39
2021,4,12,2,9.34,79.04,0.41,0,1.23,7.6
2021,4,12,3,8.25,80.22,0.57,0,1.6,6.61
2021,4,12,4,7.29,84.16,1.28,0,0.82,5.99
2021,4,12,5,6.91,86.75,1.79,10.9,0.62,5.83
2021,4,12,6,8.62,83.17,2.07,91.18,0.5,7.27
2021,4,12,7,9.48,75.47,2.14,192.43,0.6,7.39
2021,4,12,8,10.59,68.38,2.17,279.73,0.29,7.78
2021,4,12,9,12.55,56.5,2.1,417.42,0.12,8.27
2021,4,12,10,14.49,44.22,1.63,648.5,0.07,8.32
2021,4,12,11,16.01,36.27,1.52,823.4,0.05,8.27
2021,4,12,12,17.06,32.21,2.1,856.33,0.03,8.35
2021,4,12,13,17.47,31.76,2.85,786.78,0.01,8.63
2021,4,12,14,17.41,32.66,3.36,664.6,0.01,8.79
2021,4,12,15,16.96,34.99,3.92,496.92,0.01,8.9
2021,4,12,16,15.97,39.36,4.38,286.83,0.02,8.86
2021,4,12,17,13.87,53.54,4.4,105.43,0,9.18
2021,4,12,18,10.66,75.77,3.63,4.65,0,8.62
2021,4,12,19,9.48,83.68,3.13,0,0.01,8.18
2021,4,12,20,9.16,86.27,2.63,0,0.04,8.08
2021,4,12,21,8.94,87.06,2.32,0,0.11,7.93
2021,4,12,22,8.59,88.18,2.23,0,0.14,7.68
2021,4,12,23,8.01,90.97,2.17,0,0.11,7.33
2021,4,13,0,8.21,88.98,2.01,0,0.05,7.37
2021,4,13,1,8.76,87.64,1.81,0,0.03,7.8
2021,4,13,2,8.91,87.96,1.82,0,0.02,7.98
2021,4,13,3,8.97,88.12,1.87,0,0.02,8.05
2021,4,13,4,8.93,88.78,1.93,0,0.03,8.07
2021,4,13,5,9.01,88.46,2.01,16.67,0.03,8.11
2021,4,13,6,10.13,79.91,2.78,135.07,0.05,8.47
2021,4,13,7,10.99,74.4,3.08,312.08,0.05,8.79
2021,4,13,8,11.72,70.43,3.42,519.7,0.04,9.11
2021,4,13,9,12.52,66.49,3.82,668.53,0.09,9.48
2021,4,13,10,13.27,62.98,4.24,798.15,0.11,9.81
2021,4,13,11,13.82,60.45,4.52,819.53,0.07,10.06
2021,4,13,12,13.85,59.91,4.61,748.45,0.03,10.02
2021,4,13,13,13.55,61.26,4.45,672.72,0.01,9.9
2021,4,13,14,12.97,64.1,3.9,561.3,0,9.66
2021,4,13,15,12.72,65.64,3.34,349.7,0,9.59
2021,4,13,16,12.42,67.46,3.07,203.62,0,9.5
2021,4,13,17,11.85,71.6,2.76,82.7,0,9.37
2021,4,13,18,10.26,83.87,2.12,3.8,0,8.97
2021,4,13,19,9.74,87.27,2.15,0,0,8.74
2021,4,13,20,9.68,88.45,2.03,0,0,8.79
2021,4,13,21,9.54,89.28,1.87,0,0,8.71
2021,4,13,22,9.33,89.87,1.76,0,0,8.55
2021,4,13,23,9.45,89.51,1.49,0,0,8.64
2021,4,14,0,9.57,88.6,0.96,0,0,8.68
2021,4,14,1,9.67,87.96,0.48,0,0,8.73
2021,4,14,2,9.45,88.85,0.15,0,0,8.59
2021,4,14,3,8.82,92.01,0.9,0,0,8.22
2021,4,14,4,7.99,96.61,1.63,0,0,7.74
2021,4,14,5,7.51,99.1,2.1,13.77,0,7.44
2021,4,14,6,9.65,85.22,2.62,101.72,0.01,8.46
2021,4,14,7,11.38,71.97,2.75,230.6,0.05,8.92
2021,4,14,8,12.77,63.86,2.61,370.08,0.1,9.42
2021,4,14,9,14.05,58.93,2.44,537.25,0.11,10.08
2021,4,14,10,15.15,55.78,2.51,644.97,0.12,10.76
2021,4,14,11,15.79,54.37,2.86,651.6,0.15,11.19
2021,4,14,12,16.09,54.16,3.22,731.1,0.24,11.46
2021,4,14,13,15.8,56.1,3.6,639,0.36,11.43
2021,4,14,14,15.06,59.8,3.87,530.25,0.4,11.18
2021,4,14,15,13.9,65.33,4.01,360.02,0.33,10.7
2021,4,14,16,12.78,71.14,4.1,207.73,0.25,10.24
2021,4,14,17,11.7,76.52,3.94,74.65,0.22,9.71
2021,4,14,18,10.7,81.31,3.56,3.9,0.94,9.18
2021,4,14,19,10.03,83.7,3.05,0,1.26,8.72
2021,4,14,20,9.74,83.6,2.59,0,2.15,8.43
2021,4,14,21,9.62,83.77,2.09,0,3.74,8.33
2021,4,14,22,9.56,84.6,1.78,0,3.7,8.34
2021,4,14,23,9.24,85.74,1.81,0,1.93,8.12
2021,4,15,0,8.91,85.43,2.15,0,0.73,7.76
2021,4,15,1,8.64,85.14,2.5,0,0.5,7.47
2021,4,15,2,8.43,85.5,2.72,0,0.39,7.29
2021,4,15,3,8.03,86.68,2.98,0,0.2,7
2021,4,15,4,7.18,88.76,3.37,0,0.07,6.3
2021,4,15,5,6.8,88.73,3.59,14.45,0.02,5.9
2021,4,15,6,8.61,79.14,4.16,102.43,0.04,6.88
2021,4,15,7,10.33,64.77,4.3,217.55,0.05,7.15
2021,4,15,8,12.69,50.29,3.51,360.12,0.05,7.65
2021,4,15,9,14.3,44.61,3.32,603.42,0.07,8.35
2021,4,15,10,15.01,44.07,3.68,684.65,0.2,8.96
2021,4,15,11,15.26,44.61,3.71,707.45,0.34,9.27
2021,4,15,12,15.52,44.9,3.6,691.28,0.65,9.57
2021,4,15,13,15.54,45.69,3.55,676.53,0.93,9.71
2021,4,15,14,15.22,47.15,3.57,555.12,1.1,9.63
2021,4,15,15,14.59,49.18,3.73,333.33,1.04,9.33
2021,4,15,16,13.54,52.56,4.03,190.1,1.2,8.79
2021,4,15,17,12.15,59.36,3.9,71.4,1.45,8.32
2021,4,15,18,10.52,70,3.11,3.72,0.67,7.92
2021,4,15,19,9.7,73.99,2.73,0,0.85,7.5
2021,4,15,20,9.2,76.42,2.27,0,1.12,7.24
2021,4,15,21,8.91,77.8,1.95,0,1.52,7.08
2021,4,15,22,8.69,77.68,1.86,0,1.72,6.86
2021,4,15,23,8.61,75.28,1.63,0,1.8,6.56
2021,4,16,0,8.58,72.32,1.23,0,1.44,6.24
2021,4,16,1,8.48,72.65,1.14,0,0.9,6.16
2021,4,16,2,8.22,72.91,1.37,0,0.58,5.92
2021,4,16,3,7.91,74,1.63,0,0.48,5.74
2021,4,16,4,7.55,76.43,1.92,0,0.42,5.61
2021,4,16,5,7.34,79.36,2.14,14.07,0.39,5.69
2021,4,16,6,8.55,76.2,2.26,91.9,0.34,6.58
2021,4,16,7,9.69,66.41,2.02,161.02,0.38,6.71
2021,4,16,8,10.94,59.9,1.03,281.75,0.6,7.21
2021,4,16,9,11.86,56.68,0.38,385.67,0.83,7.71
2021,4,16,10,12.39,55.82,1.08,446.2,0.88,8.11
2021,4,16,11,12.64,56.39,1.68,418.73,1.08,8.43
2021,4,16,12,12.42,58.4,2.17,454.38,1.23,8.46
2021,4,16,13,11.79,62,2.49,394.85,1.56,8.28
2021,4,16,14,10.91,66.8,2.59,296.45,2.13,7.95
2021,4,16,15,9.98,71.48,2.64,216.02,2.62,7.53
2021,4,16,16,9.11,75.28,2.77,126.62,3.15,7.04
2021,4,16,17,8.25,79.12,2.77,49.5,3.36,6.56
2021,4,16,18,7.61,84.5,2.03,3.05,6.35,6.39
2021,4,16,19,7.28,89.1,1.13,0,3.79,6.45
2021,4,16,20,7.09,90.17,0.46,0,2.42,6.35
2021,4,16,21,6.85,89.93,0.78,0,1.51,6.09
2021,4,16,22,6.69,89.31,1.51,0,0.88,5.89
2021,4,16,23,6.49,88.71,1.96,0,0.48,5.64
2021,4,17,0,6.29,86.27,2.1,0,0.27,5.22
2021,4,17,1,6.22,83.01,2.09,0,0.15,4.88
2021,4,17,2,6.25,80.02,2.01,0,0.08,4.65
2021,4,17,3,6.37,76.25,1.85,0,0.05,4.42
2021,4,17,4,6.35,73.56,1.75,0,0.06,4.15
2021,4,17,5,6.18,73.26,1.86,22.52,0.07,3.96
2021,4,17,6,8.08,71.74,1.9,154.68,0.24,5.67
2021,4,17,7,10.04,54.19,2.02,340.2,0.29,5.51
2021,4,17,8,11.71,41.64,1.78,515.72,0.3,5.25
2021,4,17,9,12.87,35.19,2.02,562.12,0.22,5.21
2021,4,17,10,13.59,33.26,2.62,648.97,0.16,5.52
2021,4,17,11,14.17,32,2.74,604.15,0.1,5.81
2021,4,17,12,14.22,31.5,2.2,395.02,0.09,5.72
2021,4,17,13,13.92,32.31,1.67,437.12,0.13,5.61
2021,4,17,14,13.47,36.32,2.39,292.88,0.16,6.05
2021,4,17,15,12.54,43.03,3.32,218.52,0.17,6.38
2021,4,17,16,11.47,50.72,3.77,114.57,0.09,6.53
2021,4,17,17,10.35,59.42,3.81,49.67,0.02,6.56
2021,4,17,18,8.54,75.05,2.65,4.3,0.01,6.45
2021,4,17,19,7.55,82.01,1.98,0,0.01,6.12
2021,4,17,20,7.59,78.06,1.18,0,0.02,5.81
2021,4,17,21,7.37,76.19,1.19,0,0.05,5.41
2021,4,17,22,6.8,77.16,1.64,0,0.09,4.92
2021,4,17,23,6.31,77.81,1.89,0,0.1,4.49
2021,4,18,0,5.81,78.48,2.07,0,0.07,4.04
2021,4,18,1,5.37,79.14,2.3,0,0.06,3.64
2021,4,18,2,5.11,79.15,2.49,0,0.05,3.36
2021,4,18,3,4.67,80.34,2.76,0,0.04,3.01
2021,4,18,4,4.28,80.69,3.03,0,0.03,2.62
2021,4,18,5,4.49,79.16,3.11,22.5,0.04,2.69
2021,4,18,6,7.72,67.67,2.93,159.12,0.02,4.82
2021,4,18,7,10.62,47.68,2.93,355.67,0.02,5.16
2021,4,18,8,12.87,37.39,1.84,545.17,0.01,5.68
2021,4,18,9,14.39,31.18,0.94,702.47,0,5.93
2021,4,18,10,15.47,29.26,1.58,820.33,0,6.51
2021,4,18,11,16.21,29.69,2.8,869.3,0,7.3
2021,4,18,12,16.52,31.1,3.87,869.55,0,7.89
2021,4,18,13,16.33,33.26,4.58,730.67,0,8.14
2021,4,18,14,15.94,35.48,4.9,584.75,0,8.24
2021,4,18,15,15.5,37.82,4.98,448.4,0,8.29
2021,4,18,16,14.79,41.64,5.19,265.2,0,8.31
2021,4,18,17,13.24,51.34,5.15,96.6,0,8.32
2021,4,18,18,10.75,68.45,4.05,6.5,0,7.97
2021,4,18,19,9.38,79.35,3.24,0,0,7.7
2021,4,18,20,8.71,84.88,2.66,0,0,7.53
2021,4,18,21,8.36,87.07,2.24,0,0,7.35
2021,4,18,22,8.27,88.43,1.91,0,0,7.38
2021,4,18,23,7.97,91.09,1.87,0,0,7.28
2021,4,19,0,7.71,93.71,1.94,0,0,7.21
2021,4,19,1,7.54,96.11,1.92,0,0,7.23
2021,4,19,2,7.39,98.74,1.77,0,0,7.27
2021,4,19,3,7.22,100,1.52,0,0,7.25
2021,4,19,4,6.94,100,1.38,0,0,7.09
2021,4,19,5,7.03,100,1.47,28.65,0,7.04
2021,4,19,6,9.87,84.47,1.8,172.82,0,8.59
2021,4,19,7,12.21,71.98,2.45,362.17,0,9.73
2021,4,19,8,13.97,61.61,2.88,547.2,0,10.29
2021,4,19,9,15.27,56.02,3.18,708.25,0,10.86
2021,4,19,10,16.2,53.45,3.62,804.2,0,11.42
2021,4,19,11,16.8,52.65,4.16,802.7,0,11.88
2021,4,19,12,16.92,53.61,4.71,794,0,12.15
2021,4,19,13,16.59,56.39,5.07,759.03,0,12.21
2021,4,19,14,15.84,60.18,5.15,636.47,0,11.97
2021,4,19,15,14.91,64.33,5.03,482.12,0,11.56
2021,4,19,16,14.03,68.78,4.87,285.12,0,11.2
2021,4,19,17,13.1,73.7,4.56,108.57,0,10.79
2021,4,19,18,11.14,86.46,3.14,7.47,0.01,10.05
2021,4,19,19,10.06,93.46,2.7,0,0,9.54
2021,4,19,20,9.6,97.2,2.51,0,0,9.37
2021,4,19,21,9.35,100,2.22,0,0,9.35
2021,4,19,22,9.4,100,1.81,0,0.01,9.47
2021,4,19,23,9.64,100,1.48,0,0.02,9.65
2021,4,20,0,9.73,100,1.37,0,0.02,9.72
2021,4,20,1,9.64,100,1.47,0,0.02,9.65
2021,4,20,2,9.44,100,1.61,0,0.01,9.51
2021,4,20,3,9.23,100,1.64,0,0.03,9.33
2021,4,20,4,9.13,100,1.51,0,0.12,9.21
2021,4,20,5,9.33,99.05,1.18,16.9,0.34,9.23
2021,4,20,6,10.44,92.57,0.87,85.62,0.7,9.84
2021,4,20,7,12.21,80.02,0.42,175.88,1.05,10.52
2021,4,20,8,13.86,70.55,1.04,274.92,1.25,11.2
2021,4,20,9,15.43,63.46,1.35,315.77,1.32,11.94
2021,4,20,10,16.52,58.84,1.87,362.27,1.42,12.43
2021,4,20,11,16.91,58.02,2.67,333.4,1.64,12.71
2021,4,20,12,16.7,59.84,3.43,423.1,1.46,12.77
2021,4,20,13,16.3,62.2,4,335.25,1.28,12.67
2021,4,20,14,15.51,65.76,4.29,266.62,1.25,12.32
2021,4,20,15,14.9,67.74,4.32,215.1,0.94,11.96
2021,4,20,16,14.19,69.28,4.14,132.52,0.8,11.42
2021,4,20,17,13.19,73.94,3.74,61.65,0.81,10.93
2021,4,20,18,11.91,83.57,2.84,4.93,1.43,10.57
2021,4,20,19,11.03,89.93,2.52,0,1.47,10.25
2021,4,20,20,10.44,93.56,2.28,0,1.36,9.95
2021,4,20,21,10.23,95.39,2.22,0,1.12,9.88
2021,4,20,22,10.26,96.3,2.38,0,0.95,9.98
2021,4,20,23,10.06,98.32,2.45,0,0.96,9.92
2021,4,21,0,9.89,98.77,2.55,0,1.62,9.79
2021,4,21,1,9.86,96.12,2.61,0,2.42,9.56
2021,4,21,2,9.75,94.23,2.56,0,2.16,9.32
2021,4,21,3,9.61,94.2,2.44,0,1.97,9.17
2021,4,21,4,9.41,94.43,2.36,0,1.99,8.99
2021,4,21,5,9.38,94.51,2.31,8.6,1.85,8.97
2021,4,21,6,10.09,92.56,2.88,44.53,2.12,9.53
2021,4,21,7,10.56,89.63,3.29,96.5,2.31,9.76
2021,4,21,8,11.04,86.25,3.62,147.25,3.87,9.95
2021,4,21,9,12.11,80.38,4.11,206.95,4.57,10.48
2021,4,21,10,13.11,73.61,4.62,210.98,5.93,10.82
2021,4,21,11,13.95,69.09,5.02,264.7,7.23,11.17
2021,4,21,12,14.44,66.82,5.48,345.52,6.72,11.4
2021,4,21,13,14.46,66.53,5.81,270.58,5.14,11.4
2021,4,21,14,14.15,67.77,5.9,244.18,3.09,11.23
2021,4,21,15,13.75,69.55,5.8,214.07,1.88,11.03
2021,4,21,16,13.07,72.93,5.48,163.2,1.35,10.71
2021,4,21,17,12.1,78.2,5,64,0.67,10.26
2021,4,21,18,11.13,84.96,4.04,6.12,0.02,9.92
2021,4,21,19,10.6,88.81,3.56,0,0.02,9.72
2021,4,21,20,10.33,90.23,3.31,0,0.02,9.58
2021,4,21,21,10.19,90.72,3.13,0,0.01,9.48
2021,4,21,22,10.05,90.93,2.97,0,0.01,9.35
2021,4,21,23,9.76,91.8,2.73,0,0.01,9.14
2021,4,22,0,9.45,93.05,2.62,0,0.01,8.93
2021,4,22,1,9.23,93.88,2.61,0,0.01,8.77
2021,4,22,2,9.17,93.57,2.64,0,0.01,8.69
2021,4,22,3,8.87,94.24,2.78,0,0.02,8.44
2021,4,22,4,8.79,93.65,2.85,0,0.02,8.32
2021,4,22,5,9.12,91.48,2.93,20.1,0.03,8.48
2021,4,22,6,10.53,82.52,4.1,107.72,0.04,9.11
2021,4,22,7,11.67,74.82,4.61,220.12,0.04,9.51
2021,4,22,8,12.97,68.29,4.91,371.23,0.05,10.11
2021,4,22,9,14.21,63.11,5.18,505.35,0.04,10.75
2021,4,22,10,15.2,59.93,5.46,526.78,0.04,11.33
2021,4,22,11,15.93,58.05,5.69,583.58,0.04,11.8
2021,4,22,12,16.29,57.06,5.77,621.92,0.02,12.03
2021,4,22,13,16.45,56.48,5.73,533.62,0.02,12.11
2021,4,22,14,16.31,56.65,5.64,510,0.01,11.99
2021,4,22,15,15.81,58.23,5.45,404.38,0.01,11.7
2021,4,22,16,15.01,61.68,5.05,247.5,0,11.35
2021,4,22,17,14.15,66.59,4.29,100.45,0,11.08
2021,4,22,18,12.39,81.49,2.55,9.8,0,10.85
2021,4,22,19,10.99,89.81,2.24,0,0,10.18
2021,4,22,20,10.63,90.46,1.85,0,0,9.87
2021,4,22,21,10.67,89.5,1.36,0,0,9.82
2021,4,22,22,10.39,90.19,1.3,0,0,9.6
2021,4,22,23,9.44,94.14,1.95,0,0,8.96
2021,4,23,0,8.46,97.59,2.59,0,0,8.22
2021,4,23,1,7.93,96.6,2.96,0,0,7.6
2021,4,23,2,7.62,92.34,3.12,0,0,6.93
2021,4,23,3,7.34,88.15,3.24,0,0,6.31
2021,4,23,4,7.05,84.93,3.33,0,0,5.76
2021,4,23,5,7.6,81.83,3.17,42.55,0,6.07
2021,4,23,6,11.1,66.93,3.01,212.1,0,8.11
2021,4,23,7,13.6,57.11,3.31,421.35,0,9.41
2021,4,23,8,15.51,53.7,4.28,610.28,0,10.82
2021,4,23,9,16.88,50.28,4.76,773.35,0,11.64
2021,4,23,10,17.85,48.15,4.94,884.88,0,12.24
2021,4,23,11,18.49,47.07,5,928.47,0,12.69
2021,4,23,12,18.8,46.81,5,908.7,0,12.95
2021,4,23,13,18.77,47.26,4.92,834.42,0,13.01
2021,4,23,14,18.51,47.8,4.75,714.97,0,12.83
2021,4,23,15,18.06,48.64,4.41,552.9,0,12.53
2021,4,23,16,17.18,51.09,3.97,345.88,0,12.04
2021,4,23,17,15.68,58.85,3.18,144.95,0,11.65
2021,4,23,18,13.17,77.74,2.25,12.15,0,11.29
2021,4,23,19,11.97,83.38,2.1,0,0,10.6
2021,4,23,20,11.43,84.7,1.89,0,0,10.18
2021,4,23,21,10.83,84.98,1.89,0,0,9.58
2021,4,23,22,10.35,85.72,1.88,0,0,9.14
2021,4,23,23,10.35,84.49,1.48,0,0,9.02
2021,4,24,0,10.18,84.06,1.19,0,0,8.8
2021,4,24,1,9.84,83.66,1.6,0,0,8.42
2021,4,24,2,9.52,82.81,1.99,0,0,8.02
2021,4,24,3,9.34,81.39,2.14,0,0,7.73
2021,4,24,4,8.99,81.94,2.47,0,0,7.45
2021,4,24,5,9.16,81.54,2.62,39.42,0,7.61
2021,4,24,6,11.51,76.9,1.98,187.98,0,9.55
2021,4,24,7,14.65,53.71,0.26,380.48,0,9.96
2021,4,24,8,15.94,49.96,1.75,565,0,10.63
2021,4,24,9,15.64,51.62,2.32,749.9,0,10.61
2021,4,24,10,15.85,51.97,2.23,863.42,0,10.86
2021,4,24,11,16.27,51.67,2.13,907.28,0,11.23
2021,4,24,12,16.66,50.88,2.41,872.33,0,11.48
2021,4,24,13,17.01,49.89,3.11,805.92,0,11.68
2021,4,24,14,17.06,49.7,3.7,712.97,0,11.7
2021,4,24,15,16.28,52.99,3.52,523.53,0,11.41
2021,4,24,16,15.26,58.56,2.88,314.2,0,11.18
2021,4,24,17,14.02,70.48,1.63,127.78,0,11.37
2021,4,24,18,12.4,81.94,1.45,8.85,0,10.91
2021,4,24,19,11.73,84.07,1.4,0,0,10.43
2021,4,24,20,11.53,84.4,1.14,0,0,10.26
2021,4,24,21,11.56,81.8,0.77,0,0,10.05
2021,4,24,22,11.6,79.6,1,0,0,9.87
2021,4,24,23,11.12,82.24,1.68,0,0.01,9.63
2021,4,25,0,10.94,81.86,1.85,0,0.09,9.4
2021,4,25,1,11.12,78.6,1.87,0,1.29,9.26
2021,4,25,2,11.45,74.44,1.67,0,1.37,9.15
2021,4,25,3,11.37,74.36,1.49,0,2.04,9.04
2021,4,25,4,11.03,75.81,1.61,0,2.48,8.85
2021,4,25,5,10.62,82.92,2.15,28.88,0.58,9.14
2021,4,25,6,12.26,78.01,2.26,107.53,0.06,10.35
2021,4,25,7,13.97,66.34,1.77,193.95,0.01,10.81
2021,4,25,8,15.41,57.23,1.85,272.52,0,11.12
2021,4,25,9,16.3,52.88,2.54,158.65,0.01,11.42
2021,4,25,10,17.2,49.93,3.49,578.5,0.03,11.89
2021,4,25,11,18.52,45.91,4.55,794.6,0.03,12.56
2021,4,25,12,19.03,43.31,5.52,808.92,0,12.6
2021,4,25,13,19.01,41.84,6.1,758.72,0,12.29
2021,4,25,14,18.61,42.66,6.44,632,0,12
2021,4,25,15,17.89,45.9,6.69,465,0,11.85
2021,4,25,16,16.89,51.72,6.83,274.77,0,11.8
2021,4,25,17,15.49,61.05,6.42,109.22,0,11.69
2021,4,25,18,13.75,74.34,5.14,11.05,0.01,11.47
2021,4,25,19,12.89,80.54,4.78,0,0.85,11.21
2021,4,25,20,12.4,82.1,4.79,0,8.56,10.87
